url,title,time,narrative
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/duterte-asks-god-let-extrajudicial-killings-victims-go-to-heaven&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAB6BAgAEAI&usg=AOvVaw0FqTYIZMBN7t9BdHQGYSxk,Duterte asks God: Let EJK victims go to heaven,,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/newsbreak/iq/extrajudicial-killings-philippines-drug-war-patterns&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAF6BAgBEAI&usg=AOvVaw2gd7BXMxoN9J6n1qvHJ748,"In the PH drug war, it's likely EJK when...",,unprecedented
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/voices/thought-leaders/confronting-extrajudicial-killings-duterte&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAJ6BAgEEAI&usg=AOvVaw10LC49NQrXc2ZOZtuK4gM6,Confronting extrajudicial killings under Duterte,,"Drug pusher, huwag tularan.” Like the activists during Arroyo’s time, suspected drug users and dealers are subject to public villification through “Oplan Tokhang."
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/harry-roque-de-lima-gascon-hypocrisy&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAN6BAgFEAI&usg=AOvVaw1o0PXKiIG6F-F5Fbnw1KqE,"Roque slams De Lima, Gascon for 'hypocrisy' on EJKs",,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/duterte-drug-war-pushes-families-victims-severe-poverty&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAR6BAgGEAI&usg=AOvVaw3r4PLY11u7ucAtcRE6-d-y,Duterte's drug war pushes victims' families deeper into poverty,,"male adults within productive age range, primary breadwinners, low- or irregular-wage earners, of low educational attainment, and residents of urban poor communities."
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/thousand-candles-ejk-drug-war-killings-all-souls-day&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAV6BAgHEAI&usg=AOvVaw3mZv1nX0r_1J-Go2OmalAj,"1,000 candles lit for EJK victims on All Souls' Day",,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/newsbreak/iq/timeline-philippines-pnp-deaths-under-investigation&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAZ6BAgIEAE&usg=AOvVaw02mcfY2Z0YGuiGg0ulfRJQ,TIMELINE: The PNP's use of the term 'deaths under investigation',,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/de-lima-fears-being-victim-extrajudicial-killing-in-prison&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAd6BAgJEAI&usg=AOvVaw0zqpWLt-kVuDvs94GQ9amK,De Lima fears being another 'EJK victim' once in prison,,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/negros-killings-death-comes-unprovoked&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAh6BAgCEAI&usg=AOvVaw1fTS94c89pTIXLDVY4Ipvy,Death comes unprovoked upon Negros Island,,"There were dozens of them surrounding the village – all armed and masked. We could only see the print on their shirts that says ‘Police,’
I heard 3 gunshots,
I can’t believe it. It was nothing to them. It was like killing a pig or a stray dog to them,
He should’ve not come home,
They are really angry with us. I think it is because of our family’s involvement in the peasant organization,
Oplan Sauron,
resisted arrest” and were killed after they “engaged in a shootout
suppress lawless violence” in the provinces in Negros, Samar, and Bicol “in order to prevent further loss of innocent lives.
They did not knock. They just entered and woke us up.
Everyone was shouting. They told us to go out of the house. I ran and chased my daughter, who hurried outside because of fear of the armed men,
They told us to go inside the chapel,” she said. “We were so terrified. I was worried because my husband was still inside the house.
3 gunshots were fired.
Why? Why my husband?” One of the policemen answered, “Because he is a leader of the communist rebels.
all state-sponsored.
These killings are part of the intensified campaign against alleged supporters of the revolutionary movement,
is not far from the method that they are using in the government’s anti-narcotics campaign.
gave the police and military justification to conduct an illegal search, arrest, and even killing.
Then after a series of the so-called legitimate operations, they will use death squads to liquidate more unarmed civilians, mostly peasant leaders and allies of peasant organizations,
was just issued to legalize the killings.
The first victim of the extrajudicial killings in Negros since Duterte came to power was Alexander Ceballos on January 20, 2017,” she said. “After that incident, dozens of civilians, whom in one way or another had supported the plight of the farmers in Negros,
did not make the headlines because the murders were done one by one on different occasions.
to resolve the series of killings” that they consider “to be crime incidents.
unfolding cycle of violence
total disregard for the primacy and sanctity of human life.
So much blood has already been spilled…. The blood of those killed cries to be heard. It calls out to our basic humanity to be one with those who have been afflicted by this violence,
toll the church bells
In the stillness of the night, the tolling of the bells signifies our communion as Church. We are to remember those who have gone before us – including those whose lives have been snuffed by these killings – they, who are our brothers and sisters,
pray the Oratio Imperata to end the killings
killing of another human being especially without due process… is inhumane, immoral, a violation of human right, and a grievous offense against God.
It is not for me to say who really are responsible for all the killings...but if it is committed by those entrusted with the sacred duty to defend life and rights, the killing becomes even more abominable.
avoid any militarist strategy” and instead “embrace the pathways to peace” through “socio-economic reforms.
Peace cannot be achieved by guns or by killing fellow Filipinos. Once more, we, with the rest of the Filipino people, resonate the call to end the killings and to resume the peace talks,
Since the results [of Oplan Sauron] were good,” it will continue “not just in Negros but throughout the country.
violence” that orphaned her children “will not hinder us from seeking justice.” She admitted that she is afraid, but added that she has “the spirit to continue the fight for the right to life."
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/sws-survey-war-on-drugs-march-2017&sa=U&ved=2ahUKEwjFnN_u-bXrAhWOEqYKHTW8AAI4ChAWMAl6BAgDEAI&usg=AOvVaw0GTr_NUCW8M7sKQMttyN9K,'Satisfaction' with war on drugs drops – SWS survey,,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/drug-war-killings-philippines-threshold-crimes-against-humanity-amnesty-international-report&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAB6BAgCEAI&usg=AOvVaw3WsWhsSVVB-lnG4e236oYu,PH drug war killings reach 'threshold of crimes against humanity' – report,,"Police reports that describe the circumstances of their loved one’s death are necessary for challenging the police’s version of events,” the report said. “As such, building a case almost always hinges upon the sharing of documents by police, which is now a dead end.
adopt a resolution to create an independent, impartial and effective investigation into human rights violations in the context of the ‘war on drugs,’ including into the commission of crimes under international law, to establish the facts and circumstances, and take steps toward ensuring justice for the victims and their families."
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/newsbreak/iq/numbers-statistics-philippines-war-drugs&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAF6BAgIEAI&usg=AOvVaw15qCuN9ZWuU1W8ilHdz_Ae,IN NUMBERS: The Philippines' 'war on drugs',,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/man-shot-hung-bridge-talisay-cebu&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAJ6BAgJEAI&usg=AOvVaw2CEBwBrsUjBj-L56VKHE4o,Man shot and hung on Talisay City bridge,,"notorious
If it were vigilantes, they would have sent warnings ahead of time but there were none,"
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/newsbreak/in-depth/davao-death-squad-rodrigo-duterte-chr-resolution&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAN6BAgHEAI&usg=AOvVaw1IG6aMo2DJetgZCwkohaY9,Davao Death Squad: What ever happened to the investigations?,,"probable cause” and recommended that the Office of the Ombudsman investigate the “possible administrative and criminal liability
Son of a bitch, this is not the one.
distinct pattern” of killings – victims “usually involved or suspected to have been involved
expensive” – was an indication of the “officially-sanctioned character of the killings,
dearth of evidence to support a finding of direct compliance,” the Commission pointed out the “systematic failure
solved.
a real and immediate threat.
clearly disregarded
The continuing pattern of killings and the failure to conduct a meaningful investigation of such incidents can be construed as tolerance on the part of the authorities of the crimes, thereby contributing to the climate of impunity,
seem very popular with the publics in Davao and Cebu.
Mayors Duterte and [Tomas] Osmeña clearly condone the killings – which have not hurt their political standing in the slightest and apparently given them some bounce in popularity.
possible administrative and criminal liability of Duterte for his inaction in the face of evidence of numerous killings committed in Davao City and his toleration of the commission of those offenses.
serious, impartial, and effective investigation
possible omissions, negligence, and obstructions of justice
definitely in reaction to Duterte’s victory."
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/kalookan-bishop-david-walk-for-life-extrajudicial-killings&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAR6BAgFEAI&usg=AOvVaw3aEZEm7PHgr0mDTwd5B4qL,"Bishop slams vigilantes as 'termites,' 'new Judases'",,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/negros-occidental-lawmaker-charged-extrajudicial-killings&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAV6BAgDEAI&usg=AOvVaw3mZTQDwmc7lDQGaDR6smfk,Negros Occidental lawmaker faces trial for extrajudicial killings,,"the witnesses disclosed that Yap supplied the CPP-NPA Command of its logistical needs and alleged that Yap exercised considerable influence over the Command.
The sworn statement [by witnesses] is given the presumption of credibility absent any showing that they are motivated by ill-will,
This Office is inclined to believe that that motive for these crimes were political,"
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/one-extrajudicial-killing-ejk-duterte-administration-pnp&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAZ6BAgEEAI&usg=AOvVaw0cUzh4FElB1nfXIORYQ4OG,'No case' of extrajudicial killing under Duterte – PNP,,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://www.rappler.com/previous-articles%3FfilterMeta%3Ddrug-related%2520victims&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAd6BAgGEAE&usg=AOvVaw1XQRgeRu6KfJb_3eS0_de5,Page not found,,
https://www.google.com/url?client=internal-element-cse&cx=0a1edc7cadfc7b033&q=https://rappler.com/nation/pnp-says-sws-did-survey-wrong-about-filipinos-ejk&sa=U&ved=2ahUKEwjY8ZWI-rXrAhVMyYsBHedKAp44FBAWMAh6BAgBEAI&usg=AOvVaw1cXa8ZQwx2xCnqBHQZ8iPY,"Filipinos afraid of EJK? SWS did survey wrong, says PNP",,
