term,frequency
helicopters,0.22028461694870313
catch,0.21989841788377082
knows,0.21973086448918464
waipukurau,0.21969890657651345
brave,0.2191414947985033
burnt,0.21876412475574897
takes,0.21860142944323707
thousands,0.21853218283157905
looters,0.21805891097737307
shattered,0.21793314414436632
talk,0.2172941296787823
climbed,0.21718519266978548
increasingly,0.21713817786686845
driver,0.21703754885640766
alongside,0.21693442759171674
spray,0.21629840009019424
panels,0.21624560395957185
showed,0.21624560395957185
eight,0.21601274935457945
sholy,0.2148966726871629
logs,0.21454522302741313
louder,0.21449480344212182
example,0.214324530513541
tells,0.2136313328056982
hes,0.2136313328056982
hand,0.21328369608246844
view,0.2132755674142659
mama,0.21325471242959332
grandchildren,0.21325471242959332
blankets,0.21323860022645263
recovered,0.21310714097946276
wild,0.21309918784507867
grew,0.21304391006844864
tidal,0.21298305868961245
death,0.21213558220999373
record,0.21194872469803264
delight,0.21181154213399148
truly,0.21153084072127
unusual,0.2110167638003295
recall,0.21095332661542776
slow,0.210852576654265
checked,0.2107102223458739
excited,0.21043650291157612
uncle,0.21034628869553773
rd,0.21029923971387138
rush,0.21028618169729682
swim,0.20996913343430235
neighbour,0.20995166136947535
wrecked,0.20931693772842266
august,0.20915067475691335
earlier,0.20902848602312638
problem,0.20888077608560954
seven,0.20858246837841438
feels,0.20846681784156945
site,0.20843451358993295
miracles,0.20826119267489013
dinner,0.20772063601168683
choice,0.20767250619041183
ocean,0.20746939202118814
listen,0.20735849467355977
sites,0.2062565371064893
access,0.2061427092796555
dining,0.20606639616796002
somehow,0.20592481662145926
tin,0.20592124520847788
dog,0.20590899131906387
gatlinburg,0.20573360122449894
medicines,0.20518567829772122
calmed,0.20511783066936412
recently,0.20499780862702882
landfall,0.20440238402592015
shouts,0.20425705723708287
cop,0.20413416308993204
galveston,0.20413416308993204
refrigerator,0.20400434375994503
gardens,0.2039510159677066
paicularly,0.2038708888631507
tommy,0.2038082138689268
lunch,0.2038082138689268
self,0.2038082138689268
ordered,0.2037716647572797
late,0.20376446502880402
canvas,0.2033212023410645
taxi,0.20331502903488946
stunned,0.20313478247488487
laughter,0.20310233985444998
massive,0.20304104129277573
base,0.2029431754403042
fun,0.2026261362595296
signal,0.20245541904864878
lifeless,0.20244747412976352
stronger,0.20242918216725034
sometimes,0.20145393513092985
sent,0.2013450512484411
vicarage,0.20129084442925016
thankfully,0.2011418675714243
boat,0.2010995193979651
friday,0.20033988798474095
giant,0.2001871541602316
thick,0.20008424172538752
canned,0.2000271078090362
knocked,0.19984207175700644
climb,0.19982600113203136
sideways,0.1997883417943721
warming,0.19955476351852616
widespread,0.19949554827302676
lifted,0.1993984443290282
underneath,0.1993008654873073
telephone,0.19915789071938006
lake,0.19877591451709972
hundreds,0.19846605203009746
astral,0.19839893856542967
ormoc,0.19834078640272543
seasonal,0.19769448919917884
shocked,0.1976410512580763
coffee,0.1970783024210707
west,0.19650685434517742
screwed,0.19650685434517742
alabama,0.19650685434517742
crack,0.19650255175846454
grab,0.1964501239464549
distance,0.19621798079495817
plant,0.1960556723831306
locomotive,0.19598216544786826
poles,0.1958810899558603
cables,0.19516931006831265
glasshouses,0.19516931006831265
wanted,0.19497449050231666
lawn,0.19477863240537688
finding,0.1944069184038216
buying,0.1943582706740703
person,0.194217606094232
load,0.19408185016506616
veranda,0.19407688558322017
survey,0.19392210903125717
traffic,0.19369191082437895
motorcycle,0.1934028534424524
pillows,0.19311592655568705
health,0.1930064007796638
swung,0.19292143464795447
panic,0.1928980114022647
springs,0.19271437797491586
bag,0.19267659330858958
cover,0.19233846696621582
wake,0.1919403416166379
township,0.19133617018621477
competition,0.19133617018621477
attend,0.19133617018621477
establish,0.19133617018621477
somewhat,0.19132177535983627
classrooms,0.1909317986647797
pouawa,0.19044885842857281
seaward,0.18968279402924715
locked,0.1896277984240493
visit,0.18961419370493876
mornings,0.1894970655441973
laundry,0.18932773516602358
split,0.1892051681287746
twisted,0.18889579355879033
helping,0.18885541291382235
papers,0.1887725759066324
eating,0.18867052971874831
odd,0.18843008033870434
grandad,0.1883616154986676
porridge,0.1883616154986676
resting,0.1883616154986676
fouryearold,0.1883616154986676
whangaparaoa,0.18771834768459325
jack,0.18706395784997615
ring,0.18698568104998595
mass,0.186925564876611
evacuating,0.1867201269717947
groups,0.18670012651909262
seems,0.18655806248861997
hoped,0.1864764902356873
warm,0.18623219003356928
families,0.18623084414618693
tank,0.18602607784152136
patients,0.18586557716933055
doctor,0.18586557716933055
raining,0.18580171040898757
drown,0.185670893816063
passage,0.18536003041421456
appeared,0.18525435400976642
ft,0.1852107619379928
flames,0.18506441516715733
action,0.1843988930511879
story,0.184321140345827
trunk,0.18430141969355673
willow,0.18430141969355673
timber,0.18372763159976496
smaller,0.18368779595181534
littered,0.18350608266486115
roast,0.18341651867739908
waltzed,0.18341651867739908
bernadas,0.18325727870408576
towed,0.18323944140847986
po,0.1831679959415903
roar,0.18267231434307776
interview,0.18264746527024234
nine,0.182642637491021
cleanup,0.18252880824893059
tents,0.1823146059717081
horrible,0.18194803877578017
threat,0.18192303233914547
effos,0.1818765774665056
using,0.18147877075742186
popular,0.18143999952844142
job,0.18142703559713197
doesnt,0.18139309717618338
lifting,0.18122515888441004
girls,0.18099512630729817
safest,0.1809401417419565
exploded,0.18055355821663918
generator,0.18048516192397596
brothers,0.18029249127117764
proved,0.18012027657908886
theyre,0.17986193291328678
events,0.17982706242920188
workers,0.179606180082946
miserably,0.17954609044130287
theres,0.17922802958894096
foot,0.1780608665648417
operation,0.17794571255703112
storms,0.17791395604530036
worker,0.17774956828683613
bih,0.17761200609200317
tied,0.1776087916461109
peter,0.1776087916461109
making,0.17756472868053058
fuck,0.17750243927885734
worried,0.1774981748757986
scary,0.17743682787747278
teacher,0.17720136281347654
eldest,0.17717020203082184
offered,0.17679807485802704
spread,0.17661461320209715
steel,0.1763923146819022
understood,0.17632126811711862
single,0.1761430657187698
financial,0.17607048650138024
hmnz,0.17574746580705067
ration,0.17538483239256952
park,0.17485407107308795
hide,0.17482324751309664
nights,0.1742534885013856
backed,0.1740402047193937
rumble,0.1740323704913872
katrina,0.1739193197826413
realise,0.17279283764925754
wed,0.17272187949805143
worsened,0.17204831378716762
garden,0.171975016730382
edge,0.17141817483193367
meant,0.17128679708704048
pipes,0.17116277175991618
jenny,0.17099864672296144
lights,0.17053959450599693
reduction,0.1705054984396317
dragged,0.17046861107555678
pile,0.1704489148696642
texas,0.17025201332973022
floating,0.17019697438669623
leading,0.17003911801397464
froth,0.1698503010898322
whangaehu,0.1698503010898322
siltladen,0.1698503010898322
ride,0.16977842641241114
trail,0.16954909223989062
named,0.16928806070559332
ferry,0.16928806070559332
buller,0.16923159780635183
awoke,0.1692019291360618
seriously,0.16889110255660758
afternoon,0.16888868440424548
timei,0.16832370793976906
hits,0.1681767921336636
john,0.16756074376771976
heavily,0.16750366322520363
flow,0.167311073236439
december,0.16724042665389752
rode,0.16724042665389752
goes,0.167215966663614
fact,0.1670951991372072
voices,0.16687862050212707
covering,0.16628227091315628
visitors,0.16618519143799648
millions,0.1659567289046915
husbands,0.16594218477757797
pouring,0.16587415802684807
toward,0.16584815263431155
barrier,0.16552491757465077
sensible,0.16516589524882852
caught,0.1650020243490143
presence,0.16482699548882435
training,0.16478744282061655
please,0.1644268555757203
pegs,0.1643155887811058
moms,0.1639390785722082
submerged,0.16375174864660375
notice,0.16332193021068836
standard,0.16298585359678117
bluff,0.16292056753330417
pointing,0.16290967386981647
tasman,0.1626427545732061
eastbourne,0.16253407087181734
national,0.16221578503295214
central,0.16160209574609702
build,0.1612507758826336
ford,0.1609830331402963
steep,0.16076598392927843
test,0.16035508161505008
flows,0.16028905649608144
seatoun,0.16022432247352977
sat,0.16014555085725068
st,0.1601059533617055
guiuan,0.15967029537538205
eerily,0.159552681016078
vital,0.15916098412414637
charlie,0.1591499348173233
tumbled,0.15899471788478867
masonry,0.15899471788478867
emerson,0.15899471788478867
mcglashan,0.15899471788478867
fragmentary,0.15899471788478867
order,0.15896065272828894
movie,0.15885936302572976
capacity,0.15788816352705182
engineering,0.15787367414652925
stiff,0.157703611214293
awful,0.15764488368306628
bullets,0.15756332858532546
pumps,0.15708576292807974
somewhere,0.1566020135075182
jolt,0.1565419188574405
give,0.1565012389752108
km,0.1564752868606799
childrens,0.15638432222767878
initial,0.1563148583597283
type,0.15622769600113695
structures,0.15622769600113695
contents,0.15622769600113695
survival,0.1561218280104233
research,0.15610040233128145
burning,0.15589652626710787
storage,0.15578388238804203
masters,0.15578273675688245
sharp,0.15578273675688245
pen,0.15578273675688245
nib,0.15578273675688245
ruins,0.15578273675688245
gap,0.15552766505350363
knots,0.15552766505350363
board,0.15504248866244166
slightly,0.15462830828531043
numbers,0.15450026220817967
communications,0.1544629323884671
skin,0.1542177862038594
crossed,0.15392344550282444
guys,0.15363034203479506
everybody,0.1534922429640075
tops,0.15292163007715653
reluctant,0.1528922428932677
basic,0.15264771797076693
sign,0.15245570155578364
club,0.15241047044969241
refilling,0.15229105766698875
bright,0.15210799141658904
torch,0.1519524266651816
born,0.15192276037989755
spots,0.15180812826764206
brigade,0.1516686881008196
canterbury,0.15075000292377755
shops,0.15061370684521402
bookshelves,0.15019658682154172
appears,0.15001435313761272
oven,0.15001435313761272
breakfast,0.14970577750171804
pictures,0.14951800511329738
eerie,0.14900998928891507
provided,0.14886058287590065
concerned,0.148712472597575
letting,0.14865709509278982
activity,0.14860109389521614
instruction,0.14860109389521614
brand,0.14860039691833127
camping,0.14842917545869685
transfer,0.1482619734537768
played,0.14814289740668557
volunteered,0.1481021422331661
division,0.14779537476598442
ensure,0.14761576518860142
talked,0.14747825775700335
shocks,0.14715365681077403
confident,0.14698210458212368
mres,0.14692835518802452
youd,0.14692835518802452
cramped,0.14692835518802452
led,0.14670885043529355
dna,0.1466058229632686
process,0.1466058229632686
shyra,0.1466058229632686
names,0.1466058229632686
hillock,0.14655189653473194
transpoed,0.14646593771767563
jump,0.14603861626767578
asking,0.14584373726628877
field,0.14563084195053316
mate,0.14526212781199752
shouted,0.14492239133637635
dumped,0.1447298483186355
rough,0.1446611370308083
position,0.14459727831035257
surface,0.14448328422812973
lyell,0.14416373597304788
restoration,0.14416373597304788
tasks,0.14416373597304788
limited,0.14416373597304788
repoer,0.14388724883383067
des,0.14388724883383067
plaines,0.14388724883383067
internet,0.14388724883383067
salvador,0.14388724883383067
gusts,0.14380014280924922
ghastly,0.14376851607022217
glow,0.14376851607022217
litter,0.14376851607022217
flapping,0.1431379198030513
sensationalize,0.14300076106283463
seminar,0.14300076106283463
works,0.14294527555579806
stove,0.14264692671868778
less,0.14264365445738145
meters,0.14264365445738145
intensity,0.14259459167032695
passpo,0.14259459167032695
results,0.14242438253083015
brazier,0.14242088853713214
reservoir,0.14242088853713214
circle,0.14242088853713214
doorways,0.1423844325014323
altogether,0.141526736495331
lined,0.141526736495331
seat,0.14149218476172637
unbelievable,0.14149218476172637
travel,0.1412848080298832
vehicle,0.14120255097741
mandatory,0.14091732768542353
gulf,0.14091732768542353
markings,0.14091732768542353
familiar,0.14084586637614896
become,0.140697373716953
bedrooms,0.14063297106039335
flashing,0.14040015037843792
flown,0.13988407919020285
andrew,0.139593149918816
zac,0.139593149918816
level,0.13934216148166712
shudder,0.1391541866712338
grass,0.1391541866712338
bigger,0.13815057029470704
except,0.13809426138989486
meet,0.13742301792637207
flame,0.1372918607909228
memory,0.1372629374633161
cyclone,0.13707320606993428
complained,0.13707320606993428
ropes,0.13687287467407688
flattened,0.13687287467407688
funeral,0.13635512774344177
remained,0.13622098226439208
colenso,0.13620733727040643
sheep,0.13620733727040643
avenue,0.13620733727040643
effect,0.13613859543404172
exactly,0.13598998025088507
jumping,0.13563448045981763
hands,0.13557291658413165
mouth,0.13524634769433583
summer,0.1350155551409356
reach,0.13452891317767704
red,0.13447781139715498
tow,0.13409535270169504
bell,0.13380484111391186
fathers,0.133741950100616
relatives,0.133741950100616
seafood,0.13368967007234434
united,0.13367754744405635
natural,0.13364797493134956
dads,0.13364797493134956
raging,0.13364797493134956
boiled,0.1332153358306954
services,0.1332153358306954
waste,0.1332153358306954
tears,0.13319549836051964
boom,0.13319549836051964
memories,0.1328483061987994
doorstep,0.1328483061987994
wore,0.1328483061987994
dangerous,0.1327702297422575
wreckage,0.1326165683125355
cape,0.1322659590436198
george,0.1322659590436198
search,0.1322659590436198
cou,0.1322659590436198
races,0.1322659590436198
brassell,0.1322659590436198
equipped,0.1322659590436198
offshore,0.1322659590436198
size,0.13194251523360084
underwater,0.13176496263146173
trembling,0.131474680070432
provincial,0.1314032187611574
swayed,0.13065477696524552
manager,0.13065477696524552
ormondville,0.13065477696524552
reversed,0.13065477696524552
hospital,0.13024847680419602
centre,0.1301417441881011
technical,0.12992443437199785
types,0.12962802869794046
crest,0.1295573222320027
wifes,0.1295573222320027
thrust,0.12876969241503644
gradually,0.12864538648297316
closest,0.12864538648297316
proper,0.1284673921058596
cup,0.12827941830779008
petrol,0.12827941830779008
cracked,0.12824659122181187
staing,0.12750610772686166
frantic,0.12742269133477177
overcome,0.12735389029634514
permanent,0.12735389029634514
brings,0.12735389029634514
assist,0.1273148616554648
fit,0.12729299684941242
pack,0.12729299684941242
rivers,0.12729299684941242
unable,0.12697753776775236
faced,0.12641853228269953
theatre,0.12584838393775494
embassy,0.12584838393775494
reconstruct,0.12584790941177043
poable,0.12572303980736863
playtime,0.12563501409601485
whats,0.12560052053313564
obvious,0.12558541519451494
dressed,0.1252640985378579
prayed,0.12506376714200046
aged,0.12494119121894909
seabed,0.12473241897296901
dig,0.12470161911707525
clogged,0.12469316745480905
shot,0.12464879557669312
firefighters,0.12457138724293403
suffer,0.12449872974489432
explosions,0.12442132141113524
speed,0.12420657206794966
promised,0.124194260913423
patient,0.12391038477955371
terribly,0.12391038477955371
nostrils,0.12391038477955371
bread,0.12391038477955371
crash,0.12377268821570384
rack,0.12377268821570384
erected,0.12360363101194302
weird,0.12353249383876258
airline,0.12353249383876258
aidthat,0.12353249383876258
throw,0.1231513734186411
volunteers,0.12261794625874242
valuables,0.12247080767566612
aftermath,0.12245599331293894
necessities,0.12198154609283743
horror,0.12188025639027825
saving,0.12188025639027825
abandoned,0.12183886739927316
saysby,0.12164065593131833
handle,0.1210477473289813
inspection,0.1210477473289813
hyslop,0.12091199188886514
gisborne,0.12091199188886514
headmaster,0.12091199188886514
wish,0.12046939327676688
constructed,0.12046939327676688
prior,0.11975724993190373
driven,0.11963073144516015
mind,0.11953497465424844
political,0.1193737722637759
railway,0.1188619531426581
approximately,0.11885722651062772
carry,0.11867923801635104
theyd,0.11822541602976885
free,0.11805482591165564
aificial,0.11802438212852841
boot,0.11802438212852841
frequent,0.11780202786131916
via,0.11767473419146365
lower,0.11758785501716537
wonderful,0.11738717222760384
alarming,0.11738717222760384
question,0.11738717222760384
crazy,0.11730976389384476
shuddered,0.11727930393277733
struggle,0.1161427675795234
settledmy,0.11554709989632478
arranged,0.11551883241749164
welcome,0.11541581634398844
booze,0.11541581634398844
ac,0.11541581634398844
whether,0.11533587764453913
terrific,0.11525051983981749
barrett,0.11399909781530763
visible,0.11399909781530763
reef,0.11399909781530763
maen,0.11399909781530763
kph,0.11399909781530763
strait,0.11337953343326834
looks,0.11320277897254992
sisterinlaw,0.11276191370089167
closer,0.1126070970333735
preceding,0.11235920303456952
highly,0.1119468516800003
unknown,0.1119468516800003
wellnigh,0.11190672596284598
nzed,0.11170716251181317
junction,0.11170716251181317
landrover,0.11170716251181317
kilometre,0.11170716251181317
reefton,0.11170716251181317
operator,0.11158255243508693
airlifted,0.11143304535879642
uneasy,0.11112755777648331
members,0.10995436722245146
burst,0.10963220084342215
salt,0.10886463063083726
possibility,0.10878722229707818
coastline,0.10857848598821607
frightened,0.10847745888646074
rocking,0.10826686144964462
replied,0.10826686144964462
elementary,0.10726001420100892
majority,0.10702044209913508
boarders,0.10662735621479666
burbling,0.10662735621479666
scrub,0.10649152934480623
werewolves,0.10597436234901632
seemingly,0.10597436234901632
selfi,0.10597436234901632
dramatic,0.10549626493905304
pain,0.10547019640070093
grown,0.10541885660529395
tiny,0.10520521879520037
practice,0.10417779315184589
bringing,0.1041003848180868
basically,0.10386081271621296
hindsight,0.10378935140693837
glimpse,0.10378935140693837
dazed,0.10376013135755838
join,0.10376013135755838
forces,0.10349763714030287
nature,0.10349763714030287
realnow,0.10286680061224947
realvideos,0.10286680061224947
sheds,0.10231056701777881
silent,0.10231056701777881
beginning,0.10231056701777881
realize,0.10206708154496602
september,0.10206708154496602
bombers,0.1019041069344634
boarded,0.1019041069344634
scenes,0.1019041069344634
bombs,0.1019041069344634
aid,0.10165751451744473
wait,0.10139367144047352
spoken,0.10118077612471793
replaced,0.10012085084337899
overseas,0.10012085084337899
familys,0.09999355717352348
nephew,0.09991229897248814
faher,0.09966009779732071
smoldering,0.09966009779732071
boosting,0.09938795725854986
booster,0.09938795725854986
bolas,0.09938795725854986
stone,0.09931845024440691
seaweed,0.09906039048039261
waiter,0.09895278363913124
tina,0.09895278363913124
pelting,0.09895278363913124
growing,0.09831145039131048
destruction,0.0982340420575514
forever,0.0982340420575514
picking,0.09804226905351018
keeping,0.09802114674179581
hea,0.0980165697043692
boss,0.09758465503415632
wd,0.09758465503415632
machine,0.09703862979421596
endless,0.09645775391756822
countless,0.09645775391756822
box,0.09623622919524388
signs,0.09615882086148479
borrow,0.09566808509310738
likely,0.0946431577660196
separate,0.0941808077493338
wellscattered,0.0941808077493338
powerful,0.09339611126312397
washing,0.09337553286840519
group,0.0932981245346461
ruin,0.09195102382548198
wildfire,0.0918436989662703
secretary,0.09170825933869954
rebuild,0.09170825933869954
reasonable,0.09170825933869954
clinging,0.09168852960822647
ends,0.09079628186852057
shocking,0.09079628186852057
worry,0.09031389021396093
knee,0.09031389021396093
safely,0.09023648188020184
comes,0.09023648188020184
separated,0.08920501785291902
clock,0.08886880277631895
boardwe,0.08880439582305545
bored,0.08880439582305545
bred,0.08860630855906343
overwhelming,0.08852890022530435
helpless,0.08763665248559845
location,0.08623316152143379
shore,0.08623316152143379
wearing,0.08623316152143379
recorded,0.08623316152143379
channel,0.08623316152143379
alternative,0.08517796287212523
aim,0.08517796287212523
screws,0.0849251505449161
seasat,0.0849251505449161
lifejacket,0.08315094047227076
contact,0.0820183334892031
scaring,0.08126703543590867
seaview,0.08126703543590867
scrap,0.07957496740866166
scrambled,0.07949735894239433
heaven,0.07930589338626146
truth,0.07930589338626146
seize,0.07789136837844123
seep,0.07789136837844123
guess,0.07614626400333933
battling,0.07614626400333933
scariest,0.07346417759401226
boiling,0.07346417759401226
limpiado,0.0733029114816343
samples,0.0733029114816343
graveyard,0.0733029114816343
saidthe,0.0733029114816343
reads,0.0733029114816343
gates,0.0733029114816343
nbi,0.0733029114816343
recognised,0.0733029114816343
declare,0.0733029114816343
ailing,0.07323296885883782
bolted,0.07208186798652394
serviceevelina,0.07194362441691533
send,0.07194362441691533
sending,0.07194362441691533
weatherscarred,0.07121044426856607
boil,0.07121044426856607
sentence,0.07121044426856607
bottles,0.07121044426856607
reappear,0.07121044426856607
burn,0.07121044426856607
forward,0.0666081993149921
impacts,0.0666081993149921
education,0.0666081993149921
exchange,0.0666081993149921
climate,0.0666081993149921
log,0.0666081993149921
security,0.0666081993149921
current,0.0666081993149921
reality,0.0666081993149921
afloat,0.0666081993149921
enjoy,0.0666081993149921
today,0.0666081993149921
scarce,0.0666081993149921
convince,0.06644006519821381
barbara,0.06644006519821381
chickens,0.06644006519821381
santa,0.06644006519821381
sped,0.06644006519821381
ashes,0.06644006519821381
backfire,0.06644006519821381
touch,0.06644006519821381
anyway,0.06644006519821381
aircraft,0.0661329795218099
seas,0.0661329795218099
weak,0.0661329795218099
seamanship,0.0661329795218099
abutment,0.06532738848262276
yearslocal,0.06477866111600135
slipped,0.06441456480502203
trauma,0.06441456480502203
onslaught,0.06441456480502203
struggled,0.06441456480502203
grave,0.06441456480502203
agony,0.06441456480502203
drink,0.06433715647126294
daily,0.06433715647126294
wellingtonian,0.06292419196887747
seeking,0.06292419196887747
aida,0.061955192389776856
guilt,0.06125493542209989
chance,0.06125493542209989
emotional,0.06125493542209989
wellingtonians,0.05699954890765382
scream,0.04947639181956562
weve,0.04947639181956562
yep,0.04947639181956562
agree,0.04947639181956562
scars,0.03665145574081715
seawaterthe,0.03665145574081715
burials,0.03665145574081715
bureau,0.03665145574081715
schoolthe,0.03665145574081715
absent,0.03665145574081715
bonding,0.03665145574081715
searched,0.03665145574081715
burned,0.03665145574081715
scholarship,0.03330409965749605
separatedstriving,0.03330409965749605
abundant,0.03330409965749605
absolute,0.03330409965749605
scene,0.033220032599106906
served,0.033220032599106906
agreed,0.033220032599106906
setting,0.033220032599106906
settling,0.033220032599106906
rebuilding,0.033220032599106906
scorched,0.033220032599106906
whelp,0.033220032599106906
